phase,category,question,template_id,generated_cypher,answer,if_correct
Phase 2,2-Hop Queries,What reactions use products from reaction R06871?,T032,MATCH (r1:Reaction {id: 'R06871'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"[{'r2': {'equation': 'C00002 + C00114 <=> C00008 + C00588', 'name': 'ATP:choline phosphotransferase', 'link': 'https://rest.kegg.jp/get/rn:R01021', 'definition': 'ATP + Choline <=> ADP + Choline phosphate', 'id': 'rn:R01021'}}, {'r2': {'equation': 'C00002 + C00114 <=> C00008 + C00588', 'name': 'ATP:choline phosphotransferase', 'link': 'https://rest.kegg.jp/get/R01021', 'definition': 'ATP + Choline <=> ADP + Choline phosphate', 'id': 'R01021'}}]",1
Phase 2,2-Hop Queries,Show downstream reactions of reaction R10826,T032,MATCH (r1:Reaction {id: 'R10826'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"[{'r2': {'equation': 'C04088 + 2 C00138 + C00007 + 2 C00080 <=> C01203 + 2 C00139 + 2 C00001', 'link': 'https://rest.kegg.jp/get/R03370', 'name': 'stearoyl-[acyl-carrier protein],reduced-ferredoxin:oxygen oxidoreductase (9,10 cis-dehydrogenating)', 'definition': 'Octadecanoyl-[acyl-carrier protein] + 2 Reduced ferredoxin + Oxygen + 2 H+ <=> Oleoyl-[acyl-carrier protein] + 2 Oxidized ferredoxin + 2 H2O', 'id': 'R03370'}}, {'r2': {'equation': 'C01838 + C00007 + 2 C00005 + 2 C00080 <=> C01816 + C00058 + C00001 + 2 C00006', 'name': 'octadecanal alkane-lyase', 'link': 'https://rest.kegg.jp/get/rn:R03728', 'definition': 'Octadecanal + Oxygen + 2 NADPH + 2 H+ <=> Heptadecane + Formate + H2O + 2 NADP+', 'id': 'rn:R03728'}}, {'r2': {'equation': 'C04088 + 2 C00138 + C00007 + 2 C00080 <=> C01203 + 2 C00139 + 2 C00001', 'link': 'https://rest.kegg.jp/get/rn:R03370', 'name': 'stearoyl-[acyl-carrier protein],reduced-ferredoxin:oxygen oxidoreductase (9,10 cis-dehydrogenating)', 'definition': 'Octadeca",1
Phase 2,2-Hop Queries,Find reactions that consume products of reaction R03777,CUSTOM,MATCH (r1:Reaction {id: 'R03777'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN DISTINCT r2,[],1
Phase 2,2-Hop Queries,Get reactions following reaction R02814,T032,MATCH (r1:Reaction {id: 'R02814'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"[{'r2': {'equation': 'C00002 + C00638 + C00229 <=> C00020 + C00013 + C20683', 'link': 'https://rest.kegg.jp/get/rn:R01406', 'name': 'long-chain-fatty-acid:[acyl-carrier-protein] ligase (AMP-forming)', 'definition': 'ATP + Long-chain fatty acid + Acyl-carrier protein <=> AMP + Diphosphate + Long-chain acyl-[acyl-carrier protein]', 'id': 'rn:R01406'}}, {'r2': {'equation': 'C00083 + C00229 <=> C00010 + C01209', 'link': 'https://rest.kegg.jp/get/rn:R01626', 'name': 'malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase', 'definition': 'Malonyl-CoA + Acyl-carrier protein <=> CoA + Malonyl-[acyl-carrier protein]', 'id': 'rn:R01626'}}, {'r2': {'equation': 'C00083 + C00229 <=> C00010 + C01209', 'link': 'https://rest.kegg.jp/get/R01626', 'name': 'malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase', 'definition': 'Malonyl-CoA + Acyl-carrier protein <=> CoA + Malonyl-[acyl-carrier protein]', 'id': 'R01626'}}]",1
Phase 2,2-Hop Queries,Which reactions use outputs from reaction R04957?,T032,MATCH (r1:Reaction {id: 'R04957'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"[{'r2': {'equation': 'C00002 + C00638 + C00229 <=> C00020 + C00013 + C20683', 'link': 'https://rest.kegg.jp/get/rn:R01406', 'name': 'long-chain-fatty-acid:[acyl-carrier-protein] ligase (AMP-forming)', 'definition': 'ATP + Long-chain fatty acid + Acyl-carrier protein <=> AMP + Diphosphate + Long-chain acyl-[acyl-carrier protein]', 'id': 'rn:R01406'}}, {'r2': {'equation': 'C00083 + C00229 <=> C00010 + C01209', 'link': 'https://rest.kegg.jp/get/rn:R01626', 'name': 'malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase', 'definition': 'Malonyl-CoA + Acyl-carrier protein <=> CoA + Malonyl-[acyl-carrier protein]', 'id': 'rn:R01626'}}, {'r2': {'equation': 'C00083 + C00229 <=> C00010 + C01209', 'link': 'https://rest.kegg.jp/get/R01626', 'name': 'malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase', 'definition': 'Malonyl-CoA + Acyl-carrier protein <=> CoA + Malonyl-[acyl-carrier protein]', 'id': 'R01626'}}]",1
Phase 2,2-Hop Queries,List next reactions after reaction R07449,T032,MATCH (r1:Reaction {id: 'R07449'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"[{'r2': {'equation': 'C15800 + 2 C00007 + 2 C03024 <=> C15792 + 3 C00001 + 2 C03161', 'link': 'https://rest.kegg.jp/get/R07457', 'name': '3-dehydro-6-deoxoteasterone,NADPH---hemoprotein reductase:oxygen oxidoreductase (3-dehydroteasterone-forming)', 'definition': '3-Dehydro-6-deoxoteasterone + 2 Oxygen + 2 [Reduced NADPH---hemoprotein reductase] <=> 3-Dehydroteasterone + 3 H2O + 2 [Oxidized NADPH---hemoprotein reductase]', 'id': 'R07457'}}]",1
Phase 2,2-Hop Queries,What compounds are produced in pathway path:gmx00603?,T033,MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,"[{'c': {'names': ['NOR2 antigen'], 'name': 'NOR2 antigen', 'link': 'https://rest.kegg.jp/get/G13081', 'id': 'G13081'}}, {'c': {'names': ['UDP', ""Uridine 5'-diphosphate""], 'link': 'https://rest.kegg.jp/get/G10619', 'name': 'UDP', 'id': 'G10619'}}, {'c': {'names': ['IV4-alpha-Gal-Gb4Cer', 'NOR1 antigen'], 'name': 'IV4-alpha-Gal-Gb4Cer', 'link': 'https://rest.kegg.jp/get/G11492', 'id': 'G11492'}}, {'c': {'names': ['Lactosylceramide', 'LacCer', 'CD17'], 'name': 'Lactosylceramide', 'link': 'https://rest.kegg.jp/get/G00092', 'id': 'G00092'}}, {'c': {'names': ['D-Galactose', 'D-Galactopyranose'], 'name': 'D-Galactose', 'link': 'https://rest.kegg.jp/get/C00124', 'formula': 'C6H12O6', 'id': 'C00124', 'exact_mass': '180.0634'}}, {'c': {'names': ['Globotriaosylceramide', 'Gb3Cer', 'Pk antigen', 'CD77'], 'name': 'Globotriaosylceramide', 'link': 'https://rest.kegg.jp/get/G00093', 'id': 'G00093'}}, {'c': {'names': ['N-Acetyl-D-galactosamine', 'N-Acetyl-D-chondrosamine', '2-Acetamido-2-deoxy-D-galact",1
Phase 2,2-Hop Queries,Show all products of path:ath00603 pathway,T033,MATCH (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,"[{'c': {'names': ['NOR2 antigen'], 'name': 'NOR2 antigen', 'link': 'https://rest.kegg.jp/get/G13081', 'id': 'G13081'}}, {'c': {'names': ['UDP', ""Uridine 5'-diphosphate""], 'link': 'https://rest.kegg.jp/get/G10619', 'name': 'UDP', 'id': 'G10619'}}, {'c': {'names': ['IV4-alpha-Gal-Gb4Cer', 'NOR1 antigen'], 'name': 'IV4-alpha-Gal-Gb4Cer', 'link': 'https://rest.kegg.jp/get/G11492', 'id': 'G11492'}}, {'c': {'names': ['Lactosylceramide', 'LacCer', 'CD17'], 'name': 'Lactosylceramide', 'link': 'https://rest.kegg.jp/get/G00092', 'id': 'G00092'}}, {'c': {'names': ['D-Galactose', 'D-Galactopyranose'], 'name': 'D-Galactose', 'link': 'https://rest.kegg.jp/get/C00124', 'formula': 'C6H12O6', 'id': 'C00124', 'exact_mass': '180.0634'}}, {'c': {'names': ['Globotriaosylceramide', 'Gb3Cer', 'Pk antigen', 'CD77'], 'name': 'Globotriaosylceramide', 'link': 'https://rest.kegg.jp/get/G00093', 'id': 'G00093'}}, {'c': {'names': ['N-Acetyl-D-galactosamine', 'N-Acetyl-D-chondrosamine', '2-Acetamido-2-deoxy-D-galact",1
Phase 2,2-Hop Queries,Find compounds made in pathway path:ats01040,T033,MATCH (p:Pathway {id: 'path:ats01040'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,"[{'c': {'names': ['(9Z,12Z,15Z)-Octadecatrienoic acid', 'alpha-Linolenic acid', '9,12,15-Octadecatrienoic acid', 'Linolenate', 'alpha-Linolenate'], 'link': 'https://rest.kegg.jp/get/C06427', 'name': '(9Z,12Z,15Z)-Octadecatrienoic acid', 'formula': 'C18H30O2', 'id': 'C06427', 'exact_mass': '278.2246'}}, {'c': {'names': ['CoA', 'Coenzyme A', 'CoA-SH'], 'link': 'https://rest.kegg.jp/get/C00010', 'name': 'CoA', 'formula': 'C21H36N7O16P3S', 'id': 'C00010', 'exact_mass': '767.1152'}}, {'c': {'names': ['(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid', '(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid', 'Eicosapentaenoic acid', '5,8,11,14,17-Icosapentaenoic acid', '(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate', '(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoate', '5Z,8Z,11Z,14Z,17Z-Eicosapentaenoic acid', '(5Z,8Z,11Z,14Z,17Z)-Icosa-5,8,11,14,17-pentaenoic acid'], 'link': 'https://rest.kegg.jp/get/C06428', 'name': '(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid', 'formula': 'C20H30O2', 'id': 'C06428', 'exact_mass': '302.2246'}}, {'c",1
Phase 2,2-Hop Queries,Which compounds are synthesized in pathway path:gmx00280?,T033,MATCH (p:Pathway {id: 'path:gmx00280'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,"[{'c': {'names': ['L-Alanine', 'L-2-Aminopropionic acid', 'L-alpha-Alanine'], 'name': 'L-Alanine', 'link': 'https://rest.kegg.jp/get/C00041', 'formula': 'C3H7NO2', 'id': 'C00041', 'exact_mass': '89.0477'}}, {'c': {'names': ['2-Methyl-3-oxopropanoate', '3-Oxo-2-methylpropanoate', 'Methylmalonate semialdehyde'], 'name': '2-Methyl-3-oxopropanoate', 'link': 'https://rest.kegg.jp/get/C00349', 'formula': 'C4H6O3', 'id': 'C00349', 'exact_mass': '102.0317'}}, {'c': {'names': ['Diphosphate', 'Diphosphoric acid', 'Pyrophosphate', 'Pyrophosphoric acid', 'PPi'], 'name': 'Diphosphate', 'link': 'https://rest.kegg.jp/get/C00013', 'formula': 'H4P2O7', 'id': 'C00013', 'exact_mass': '177.9432'}}, {'c': {'names': ['AMP', ""Adenosine 5'-monophosphate"", 'Adenylic acid', 'Adenylate', ""5'-AMP"", ""5'-Adenylic acid"", ""5'-Adenosine monophosphate"", ""Adenosine 5'-phosphate""], 'link': 'https://rest.kegg.jp/get/C00020', 'name': 'AMP', 'formula': 'C10H14N5O7P', 'id': 'C00020', 'exact_mass': '347.0631'}}, {'c': {'names",1
Phase 2,2-Hop Queries,List all products from path:gmx00061 pathway,T033,MATCH (p:Pathway {id: 'path:gmx00061'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,"[{'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'c': {'names': ['trans-Tetradec-2-enoyl-[acp]', 'trans-Tetradec-2-enoyl-[acyl-carrier protein]', '(2E)-Tetradecenoyl-[acp]'], 'link': 'https://rest.kegg.jp/get/C05760', 'name': 'trans-Tetradec-2-enoyl-[acp]', 'formula': 'C14H25OSR', 'id': 'C05760'}}, {'c': {'names': ['H+', 'Hydron'], 'link': 'https://rest.kegg.jp/get/C00080', 'name': 'H+', 'formula': 'H', 'id': 'C00080', 'exact_mass': '1.0078'}}, {'c': {'names': ['NADPH', 'TPNH', 'Reduced nicotinamide adenine dinucleotide phosphate'], 'link': 'https://rest.kegg.jp/get/C00005', 'name': 'NADPH', 'formula': 'C21H30N7O17P3', 'id': 'C00005', 'exact_mass': '745.0911'}}, {'c': {'names': ['trans-2,3-Dehydroacyl-[acyl-carrier protein]', 'trans-2-Enoyl-[acyl-carrier protein]', '(2E)-Unsaturated fatty acyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C00693', 'name': 'trans-2,3-D",1
Phase 2,2-Hop Queries,What compounds are consumed in pathway path:ath00061?,T034,"MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r:Reaction), (c:Compound)-[:SUBSTRATE_OF]->(r) RETURN DISTINCT c","[{'c': {'names': ['(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]', '(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]', 'beta-Hydroxymyristyl-[acyl-carrier protein]', 'HMA'], 'link': 'https://rest.kegg.jp/get/C04688', 'name': '(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]', 'formula': 'C14H27O2SR', 'id': 'C04688'}}, {'c': {'names': ['NADP+', 'NADP', 'Nicotinamide adenine dinucleotide phosphate', 'beta-Nicotinamide adenine dinucleotide phosphate', 'TPN', 'Triphosphopyridine nucleotide', 'beta-NADP+'], 'name': 'NADP+', 'link': 'https://rest.kegg.jp/get/C00006', 'formula': 'C21H29N7O17P3', 'id': 'C00006', 'exact_mass': '744.0833'}}, {'c': {'names': ['Acyl-[acyl-carrier protein]'], 'name': 'Acyl-[acyl-carrier protein]', 'link': 'https://rest.kegg.jp/get/C00173', 'formula': 'C3H4OSR2', 'id': 'C00173'}}, {'c': {'names': ['NAD+', 'NAD', 'Nicotinamide adenine dinucleotide', 'DPN', 'Diphosphopyridine nucleotide', 'Nadide', 'beta-NAD+'], 'link': 'https://rest.kegg.jp/get/C00003', 'name",1
Phase 2,2-Hop Queries,Find input compounds for pathway path:ats00603,T034,"MATCH (p:Pathway {id: 'path:ats00603'})-[:CONTAINS]->(r:Reaction), (c:Compound)-[:SUBSTRATE_OF]->(r) RETURN DISTINCT c","[{'c': {'names': ['NORint'], 'name': 'NORint', 'link': 'https://rest.kegg.jp/get/G13080', 'id': 'G13080'}}, {'c': {'names': ['UDP-D-galactose', 'UDP-galactose', 'Uridene diphosphate galactose', 'UDP-alpha-D-galactose'], 'name': 'UDP-D-galactose', 'link': 'https://rest.kegg.jp/get/G10609', 'id': 'G10609'}}, {'c': {'names': ['Globoside', 'Gb4Cer', 'P antigen'], 'name': 'Globoside', 'link': 'https://rest.kegg.jp/get/G00094', 'id': 'G00094'}}, {'c': {'names': ['Globotriaosylceramide', 'Gb3Cer', 'Pk antigen', 'CD77'], 'name': 'Globotriaosylceramide', 'link': 'https://rest.kegg.jp/get/G00093', 'id': 'G00093'}}, {'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'c': {'names': ['Lactosylceramide', 'LacCer', 'CD17'], 'name': 'Lactosylceramide', 'link': 'https://rest.kegg.jp/get/G00092', 'id': 'G00092'}}]",1
Phase 2,2-Hop Queries,Which compounds are consumed in pathway path:ats00280?,T034,"MATCH (p:Pathway {id: 'path:ats00280'})-[:CONTAINS]->(r:Reaction), (c:Compound)-[:SUBSTRATE_OF]->(r) RETURN DISTINCT c","[{'c': {'names': ['Pyruvate', 'Pyruvic acid', '2-Oxopropanoate', '2-Oxopropanoic acid', 'Pyroracemic acid'], 'name': 'Pyruvate', 'link': 'https://rest.kegg.jp/get/C00022', 'formula': 'C3H4O3', 'id': 'C00022', 'exact_mass': '88.0160'}}, {'c': {'names': ['(R)-3-Amino-2-methylpropanoate', '(R)-3-Aminoisobutyrate', 'D-3-Aminoisobutanoate', '(R)-beta-Aminoisobutyrate', '(R)-3-Aminoisobutyric acid'], 'link': 'https://rest.kegg.jp/get/C01205', 'name': '(R)-3-Amino-2-methylpropanoate', 'formula': 'C4H9NO2', 'id': 'C01205', 'exact_mass': '103.0633'}}, {'c': {'names': ['ATP', ""Adenosine 5'-triphosphate""], 'link': 'https://rest.kegg.jp/get/C00002', 'name': 'ATP', 'formula': 'C10H16N5O13P3', 'id': 'C00002', 'exact_mass': '506.9957'}}, {'c': {'names': ['CoA', 'Coenzyme A', 'CoA-SH'], 'link': 'https://rest.kegg.jp/get/C00010', 'name': 'CoA', 'formula': 'C21H36N7O16P3S', 'id': 'C00010', 'exact_mass': '767.1152'}}, {'c': {'names': ['Methylmalonate', 'Methylmalonic acid'], 'name': 'Methylmalonate', 'li",1
Phase 2,2-Hop Queries,What enzymes are associated with functional unit M00001?,T035,MATCH (f:FunctionalUnit {id: 'M00001'})<-[:MEMBER_OF]-(g:Gene)-[:ENCODES]->(e:EC) RETURN DISTINCT e UNION MATCH (f:FunctionalUnit {id: 'M00001'})<-[:MEMBER_OF]-(g:Gene)-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,[],1
Phase 2,2-Hop Queries,Show EC numbers for complex M00002,T035,MATCH (f:FunctionalUnit {id: 'M00002'})<-[:MEMBER_OF]-(g:Gene)-[:ENCODES]->(e:EC) RETURN DISTINCT e UNION MATCH (f:FunctionalUnit {id: 'M00002'})<-[:MEMBER_OF]-(g:Gene)-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,[],1
Phase 2,2-Hop Queries,Find enzyme EC:1.3.1.9 activities in functional unit M00003,CUSTOM,MATCH (f:FunctionalUnit {id: 'M00003'})<-[:MEMBER_OF]-(g:Gene)-[:ENCODES]->(e:EC {id: 'EC:1.3.1.9'}) RETURN e,[],1
Phase 2,2-Hop Queries,Get enzymes for complex M00004,T035,MATCH (f:FunctionalUnit {id: 'M00004'})<-[:MEMBER_OF]-(g:Gene)-[:ENCODES]->(e:EC) RETURN DISTINCT e UNION MATCH (f:FunctionalUnit {id: 'M00004'})<-[:MEMBER_OF]-(g:Gene)-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,[],1
Phase 2,2-Hop Queries,Which EC numbers relate to functional unit M00005?,T035,MATCH (f:FunctionalUnit {id: 'M00005'})<-[:MEMBER_OF]-(g:Gene)-[:ENCODES]->(e:EC) RETURN DISTINCT e UNION MATCH (f:FunctionalUnit {id: 'M00005'})<-[:MEMBER_OF]-(g:Gene)-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,[],1
Phase 2,2-Hop Queries,List enzymes in complex M00006,T035,MATCH (f:FunctionalUnit {id: 'M00006'})<-[:MEMBER_OF]-(g:Gene)-[:ENCODES]->(e:EC) RETURN DISTINCT e UNION MATCH (f:FunctionalUnit {id: 'M00006'})<-[:MEMBER_OF]-(g:Gene)-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,[],1
Phase 2,3-Hop Queries,What compounds does gene ath:AT2G06990 help produce?,T058,MATCH (g:Gene {id: 'ath:AT2G06990'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,[],1
Phase 2,3-Hop Queries,Show products from gene ath:AT5G61540 via ortholog pathway,T057b,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,[],1
Phase 2,3-Hop Queries,Find compounds synthesized by gene gmx:100217331,T058,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,"[{'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'c': {'names': ['Oxidized ferredoxin', 'Oxidized ferredoxin [iron-sulfur] cluster'], 'name': 'Oxidized ferredoxin', 'link': 'https://rest.kegg.jp/get/C00139', 'id': 'C00139'}}, {'c': {'names': ['Oleoyl-[acyl-carrier protein]', 'Octadecenoyl-[acyl-carrier protein]', 'Octadecenoyl-[acp]', '(9Z)-Octadecenoyl-[acp]'], 'link': 'https://rest.kegg.jp/get/C01203', 'name': 'Oleoyl-[acyl-carrier protein]', 'formula': 'C18H33OSR', 'id': 'C01203'}}, {'c': {'names': ['Hexadecenoyl-[acyl-carrier protein]', '(9Z)-Hexadec-9-enoyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C16520', 'name': 'Hexadecenoyl-[acyl-carrier protein]', 'formula': 'C16H29OSR', 'id': 'C16520'}}]",1
Phase 2,3-Hop Queries,Get output compounds from gene ats:109745953,T058,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,[],1
Phase 2,3-Hop Queries,Which compounds are produced through gene gmx:100037478?,T058,MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,"[{'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'c': {'names': ['Oxidized ferredoxin', 'Oxidized ferredoxin [iron-sulfur] cluster'], 'name': 'Oxidized ferredoxin', 'link': 'https://rest.kegg.jp/get/C00139', 'id': 'C00139'}}, {'c': {'names': ['Oleoyl-[acyl-carrier protein]', 'Octadecenoyl-[acyl-carrier protein]', 'Octadecenoyl-[acp]', '(9Z)-Octadecenoyl-[acp]'], 'link': 'https://rest.kegg.jp/get/C01203', 'name': 'Oleoyl-[acyl-carrier protein]', 'formula': 'C18H33OSR', 'id': 'C01203'}}, {'c': {'names': ['Hexadecenoyl-[acyl-carrier protein]', '(9Z)-Hexadec-9-enoyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C16520', 'name': 'Hexadecenoyl-[acyl-carrier protein]', 'formula': 'C16H29OSR', 'id': 'C16520'}}]",1
Phase 2,3-Hop Queries,List compounds made by gene ath:AT1G01040 via ortholog,T057b,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,[],1
Phase 2,3-Hop Queries,What compounds does gene ath:AT1G01050 produce through enzymes?,T058,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,"[{'c': {'names': ['Orthophosphate', 'Phosphate', 'Phosphoric acid', 'Orthophosphoric acid'], 'name': 'Orthophosphate', 'link': 'https://rest.kegg.jp/get/C00009', 'formula': 'H3PO4', 'id': 'C00009', 'exact_mass': '97.9769'}}]",1
Phase 2,3-Hop Queries,Show products from gene ats:109733199 via EC pathway,T058,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,[],1
Phase 2,3-Hop Queries,Find compounds made by gene ats:109761713 through enzymes,T058,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,[],1
Phase 2,3-Hop Queries,Get products from gene ath:AT1G54220 via enzyme catalysis,T029,MATCH (g:Gene {id: 'ath:AT1G54220'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,"[{'c': {'names': ['[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine', 'S-Acetyldihydrolipoamide-E', 'Enzyme N6-(S-acetyldihydrolipoyl)lysine'], 'link': 'https://rest.kegg.jp/get/C16255', 'name': '[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine', 'formula': 'C10H18NO2S2R', 'id': 'C16255'}}, {'c': {'names': ['CoA', 'Coenzyme A', 'CoA-SH'], 'link': 'https://rest.kegg.jp/get/C00010', 'name': 'CoA', 'formula': 'C21H36N7O16P3S', 'id': 'C00010', 'exact_mass': '767.1152'}}]",1
Phase 2,3-Hop Queries,Which compounds result from gene ath:AT2G06990 activity?,T058,MATCH (g:Gene {id: 'ath:AT2G06990'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,[],1
Phase 2,3-Hop Queries,List compounds produced by gene ath:AT5G61540 via enzymes,T058,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,[],1
Phase 2,3-Hop Queries,What reactions follow pathway path:gmx01040?,T024,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]->(r:Reaction) RETURN r,"[{'r': {'equation': 'C16162 + C00001 <=> C00010 + C06427', 'link': 'https://rest.kegg.jp/get/R08178', 'definition': '(9Z,12Z,15Z)-Octadecatrienoyl-CoA + H2O <=> CoA + (9Z,12Z,15Z)-Octadecatrienoic acid', 'id': 'R08178'}}, {'r': {'equation': 'C16165 + C00001 <=> C00010 + C06428', 'link': 'https://rest.kegg.jp/get/R08179', 'name': '(5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA hydrolase', 'definition': '(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA + H2O <=> CoA + (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid', 'id': 'R08179'}}, {'r': {'equation': 'C16169 + C00001 <=> C00010 + C06429', 'link': 'https://rest.kegg.jp/get/R08180', 'definition': '(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA + H2O <=> CoA + (4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid', 'id': 'R08180'}}, {'r': {'equation': 'C03035 + C00001 <=> C00010 + C06426', 'link': 'https://rest.kegg.jp/get/R08181', 'definition': 'gamma-Linolenoyl-CoA + H2O <=> CoA + (6Z,9Z,12Z)-Octadecatrienoic acid', 'id': 'R08181'}}, {'r': {'equation': 'C03595 + C00001 ",1
Phase 2,3-Hop Queries,Show downstream reactions from glycolysis products,CUSTOM,"MATCH (p:Pathway)-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)
WHERE toLower(p.title) CONTAINS 'glycolysis'
RETURN DISTINCT r2",[],1
