pmid,question_type,question,answer,entities_used,difficulty,topic,category_id,category_name,title,abstract_word_count
3558258,factual,What was the primary application of the single-step partition method that utilized a Kieselghur-type material for sample preparation?,"The method was developed to purify fatty samples, enabling the subsequent detection and measurement of organophosphate pesticide residues via gas chromatography.","Kieselghur-type material, organophosphate pesticide residue",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,On-column partition cleanup of fatty extracts for organophosphate pesticide residue determination.,91
3558258,numerical,What range of recovery percentages was achieved for the nine organophosphate pesticides when they were separated from up to 2.0 g of lipidic material?,The method demonstrated recovery rates for the nine organophosphate pesticides that fell between 80% and 107%.,"organophosphate pesticides, lipidic material",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,On-column partition cleanup of fatty extracts for organophosphate pesticide residue determination.,91
18416901,factual,What is the principal advantage of using near-infrared (NIR) spectroscopy for evaluating the characteristics of individual maize kernels?,Near-infrared (NIR) spectroscopy offers a powerful and non-damaging technique for determining the traits of single maize kernels.,"Near-infrared (NIR) spectroscopy, maize kernels",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Novel near-infrared sampling apparatus for single kernel analysis of oil content in maize.,128
18416901,numerical,What specific chemometric model was developed and applied to predict the oil percentage within a single maize kernel?,A model derived from partial least squares (PLS) was used for the predictive determination of the percent oil content in each kernel.,"partial least squares (PLS), oil content, maize kernels",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Novel near-infrared sampling apparatus for single kernel analysis of oil content in maize.,128
29427340,factual,What was the study's primary conclusion regarding the placement of the feed pipe in a two-phase decanter to maximize oil yield while maintaining product quality?,"The study recommended positioning the olive paste feed pipe closer to the oily phase outlet, as this approach was found to improve extraction efficiency without compromising the chemical and sensory attributes of the virgin olive oil.","two-phase decanter, feed pipe position, extraction efficiency, chemical-sensory characteristics",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Influence of the feed pipe position of an industrial scale two-phase decanter on extraction efficiency and chemical-sensory characteristics of virgin olive oil.,195
29427340,numerical,"Which specific feed pipe position, measured in millimeters from the oil outlet, resulted in the highest oil recovery, and what was a noted impurity issue with this configuration?","The position at 520 mm from the oily phase outlet (FP3) yielded the greatest oil recovery. However, a drawback was that the resulting oily must was not completely free of residual solid sediment and water.","feed pipe position, oil recovery, oily must, solid sediment",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Influence of the feed pipe position of an industrial scale two-phase decanter on extraction efficiency and chemical-sensory characteristics of virgin olive oil.,195
20190393,factual,What is the relationship between the concentration of oleosin proteins and the size of lipid storage organelles within seeds?,"The abstract indicates an inverse relationship, where lower total amounts of oleosins lead to the formation of larger oil bodies within seed cells.","oleosins, oil bodies",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Oil-body-membrane proteins and their physiological functions in plants.,237
20190393,numerical,"What specific environmental stress was applied to single oleosin mutants, and what were the resulting consequences for seed viability and cellular morphology?","A freezing treatment followed by imbibition at 4°C was applied, which inhibited the germination of single mutants (ole1 and ole2). This treatment also caused the fusion of oil bodies and the formation of eccentric nuclei in ole1 seeds, leading to their death.","oleosin-deficient mutants, freezing treatment, seed germination, oil bodies",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Oil-body-membrane proteins and their physiological functions in plants.,237
28349541,factual,What was the contrasting effect of solvent hydration on the recovery of oil versus chlorogenic acids from sunflower seed press cake?,Hydrating the alcoholic solvents diminished the yield of oil but enhanced the extraction of chlorogenic acids.,"solvent hydration, oil, chlorogenic acids",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Effect of the type and level of hydration of alcoholic solvents on the simultaneous extraction of oil and chlorogenic acids from sunflower seed press cake.,173
28349541,numerical,What range of temperatures was utilized for the single-stage solid-liquid extraction experiments?,The single-stage extractions were conducted at temperatures between 60 and 90 °C.,"solid-liquid extractions, temperature",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Effect of the type and level of hydration of alcoholic solvents on the simultaneous extraction of oil and chlorogenic acids from sunflower seed press cake.,173
20078841,factual,What was the observed outcome when an epoxygenase from Stokesia laevis was co-expressed with diacylglycerol acyltransferases from Vernonia galamensis in non-native plant systems?,The combined expression of the epoxygenase (SlEPX) and the diacylglycerol acyltransferases (VgDGAT1 or VgDGAT2) led to a significant increase in the accumulation of vernolic acid in both petunia leaves and soybean somatic embryos.,"SlEPX, VgDGAT1, VgDGAT2, vernolic acid, petunia leaves, soybean somatic embryos",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Vernonia DGATs increase accumulation of epoxy fatty acids in oil.,149
20078841,numerical,What were the respective percentages of vernolic acid achieved in mature soybean seeds when VgDGAT1 and VgDGAT2 were individually expressed along with the SlEPX enzyme?,"In soybean seeds also expressing SlEPX, the introduction of VgDGAT1 resulted in approximately 15% vernolic acid content, while VgDGAT2 led to a higher accumulation of about 26%.","VgDGAT1, VgDGAT2, SlEPX, soybean seeds, vernolic acid",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Vernonia DGATs increase accumulation of epoxy fatty acids in oil.,149
10869686,factual,How did the qualitative and quantitative outcomes of using supercritical carbon dioxide for lipid isolation from Eucalyptus globulus wood compare to the conventional Soxhlet extraction method using acetone?,The study found that the results concerning the types and amounts of lipids obtained from both supercritical carbon dioxide extraction and the standard Soxhlet acetone method were highly comparable and in good agreement.,"Supercritical carbon dioxide extraction, Soxhlet extraction, Eucalyptus globulus wood, acetone",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Supercritical carbon dioxide extraction of lipids from Eucalyptus globulus wood.,113
10869686,numerical,"What experimental design and statistical algorithm were employed to evaluate the influence of pressure, temperature, and methanol concentration on the extraction's effectiveness?","A factorial design was used for the experimental planning, and the data was subsequently analyzed using a multiple linear regression algorithm to assess the impact of extraction parameters.","Factorial design, multiple linear regression, pressure, temperature, methanol",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Supercritical carbon dioxide extraction of lipids from Eucalyptus globulus wood.,113
30241383,factual,"Which secondary metabolites were found to be particularly abundant in the olive fruit's outer layer, and how did this profile contrast with the compounds enriched in the oil from the olive seed?","The outer layer of the olive fruit showed the highest relative quantities of phenolic acids, triterpenic compounds, and hydroxylated fatty acids. In contrast, the oil derived from the seed was distinguished by its high relative concentrations of acetoxypinoresinol and tocopherols.","fruit skin, seed oil, phenolic acids, triterpenic compounds, hydroxylated fatty acids, acetoxypinoresinol, tocopherols",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Unravelling the Distribution of Secondary Metabolites in <i>Olea europaea</i> L.: Exhaustive Characterization of Eight Olive-Tree Derived Matrices by Complementary Platforms (LC-ESI/APCI-MS and GC-APCI-MS).,251
30241383,numerical,"Which analytical platform and ionization mode was determined to be most effective for detecting flavonoids, and which combination was most suitable for pentacyclic triterpenic acids?","Liquid chromatography with electrospray ionization in positive mode (LC-ESI-MS (+)) was the most efficient choice for ionizing flavonoids. Conversely, liquid chromatography with atmospheric pressure chemical ionization in negative mode (LC-APCI-MS (-)) was found to be very appropriate for analyzing pentacyclic triterpenic acids.","LC-ESI-MS, LC-APCI-MS, flavonoids, pentacyclic triterpenic acids",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Unravelling the Distribution of Secondary Metabolites in <i>Olea europaea</i> L.: Exhaustive Characterization of Eight Olive-Tree Derived Matrices by Complementary Platforms (LC-ESI/APCI-MS and GC-APCI-MS).,251
18967639,factual,"For oil-producing seeds like Canola and Soybean, what are the primary advantages of the novel pH-based technique for quantifying free fatty acid content?","The main benefits are its speed, taking only 1-2 minutes, the use of non-toxic reagents, and the elimination of the need for a traditional titration process.","pH-metric method, Canola, Soybean, free fatty acids",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,pH-Metric determination of acid values in oilseeds without titration.,120
18967639,numerical,"Following the extraction of free fatty acids from an oilseed sample, what procedural steps are taken within the pH-metric cell to obtain the necessary measurements?","First, a portion of the solution containing the extracted acids is moved to a pH-metric cell with reagent B to measure an initial conditional pH. Afterwards, a standard acid like HCl or H2SO4 is introduced, and a second conditional pH measurement is taken.","free fatty acids, pH-metric cell, standard acid",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,pH-Metric determination of acid values in oilseeds without titration.,120
1605093,factual,How do the levels of triacylglycerols and unconventional fatty acids in typical plant cell cultures compare to those found in tissues specialized for oil storage?,"Plant cell cultures generally possess low concentrations of both triacylglycerols and unusual fatty acids, distinguishing them from tissues that naturally accumulate oil.","plant cell cultures, triacylglycerols, unusual fatty acids, oil storage tissues",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Biosynthesis of storage lipids in plant cell and embryo cultures.,184
1605093,numerical,"For the purpose of selecting and propagating high-quality oil-producing plants, which particular in vitro cultivation system is highlighted as the most advantageous for both breeders and biochemists?",The abstract recommends the microspore-derived embryo system as the most suitable for both plant breeders and biochemists to select and multiply superior oil plants.,"microspore-derived embryo system, plant breeders, plant biochemists, oil plants",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Biosynthesis of storage lipids in plant cell and embryo cultures.,184
24535906,factual,How did the application of exogenous GA3 affect the expression of transcription factors that regulate lipid and protein content in developing oilseed rape seeds?,"The expression of the WRI transcription factor was found to correspond with the crude fat content, while the expression of the ABI3 transcription factor corresponded with the total protein content following GA3 treatment.","GA3, WRI, ABI3, crude fat, total protein",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Effect of exogenous gibberellin on reserve accumulation during the seed filling stage of oilseed rape.,220
24535906,numerical,Describe the temporal changes in the percentage of total protein in oilseed rape seeds in response to GA3 treatment across the three stages of seed filling.,The percentage of total protein decreased during the early and middle stages of seed filling but experienced a significant increase during the late stage of filling after GA3 application.,"GA3, total protein, seed filling stages",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Effect of exogenous gibberellin on reserve accumulation during the seed filling stage of oilseed rape.,220
25773747,factual,"Which of the two plant-derived lubricants is better suited for high-temperature applications, and what two properties make it effective in those conditions?",The biolubricant made from canola oil is more effective at higher temperatures due to its high thermal stability and greater viscosity.,"Biolubricant from canola oil, thermal stability, viscosity",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Preparation and properties evaluation of biolubricants derived from canola oil and canola biodiesel.,95
25773747,numerical,"According to the property evaluation, which of the two feedstocks produced a biolubricant with enhanced friction and antiwear characteristics?",The evaluation showed that the biolubricant prepared from canola biodiesel possessed better friction and antiwear properties.,"Biolubricant from canola biodiesel, friction properties, antiwear properties",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Preparation and properties evaluation of biolubricants derived from canola oil and canola biodiesel.,95
20492107,factual,"How did the inclusion of shortening influence the properties of the gluten polymer network within the bread dough matrix, as detected by ultrasonic measurements?","The study's ultrasonic measurements suggested that shortening acted as a plasticizer for the gluten polymers in the dough matrix, a change that was detectable even in doughs mixed under vacuum.","shortening, gluten polymers, ultrasound",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Ultrasonic investigation of the effect of vegetable shortening and mixing time on the mechanical properties of bread dough.,250
20492107,numerical,"In doughs prepared without any shortening and mixed in air, what was the observed change in ultrasonic velocity as the mixing period progressed?","For doughs made without shortening and mixed in air, the ultrasonic velocity diminished from approximately 165 ms(-1) to 105 ms(-1) with increased mixing time.","ultrasonic velocity, mixing time, shortening",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Ultrasonic investigation of the effect of vegetable shortening and mixing time on the mechanical properties of bread dough.,250
22611176,factual,"What is the enzymatic function of the protein encoded by the XRN4 gene, and what effect did its inactivation have on the expression of two genes sharing a similar sequence?","The XRN4 gene product is a ribonuclease that degrades mRNAs lacking a 5' cap. The loss of its function resulted in cosuppression, a simultaneous reduction in the expression of both a transgene and an endogenous gene that possessed a region of identical sequence.","XRN4, cosuppression, OLE1",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Loss of XRN4 function can trigger cosuppression in a sequence-dependent manner.,220
22611176,numerical,"What specific imaging method was utilized to visualize the lipid-reserve organelles, and what two distinct phenotypic changes were observed in the xrn4-8(OleG) and xrn4-9(OleG) mutants?",Fluorescence microscopy was used to visualize the oil bodies. The two observable phenotypes in the xrn4 mutants were enlarged oil bodies and a reduction in the fluorescence from the green fluorescent protein (GFP).,"xrn4-8(OleG), xrn4-9(OleG), oil body, GFP",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Loss of XRN4 function can trigger cosuppression in a sequence-dependent manner.,220
11402213,factual,What were the two primary consequences for Arabidopsis seeds when the expression of the diacylglycerol acyltransferase cDNA was specifically increased within them?,Increasing the expression of the DGAT cDNA specifically in seeds resulted in a greater accumulation of oil and an increase in the average weight of the seeds.,"diacylglycerol acyltransferase, seed oil content, seed weight",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Seed-specific over-expression of an Arabidopsis cDNA encoding a diacylglycerol acyltransferase enhances seed oil content and seed weight.,223
11402213,numerical,What was the observed range of enhancement in diacylglycerol acyltransferase activity within the developing seeds of transgenic Arabidopsis lines that over-expressed the corresponding cDNA?,The activity of DGAT in the developing seeds of the transgenic lines showed an increase ranging from 10% to 70%.,"diacylglycerol acyltransferase, transgenic lines, developing seeds",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Seed-specific over-expression of an Arabidopsis cDNA encoding a diacylglycerol acyltransferase enhances seed oil content and seed weight.,223
27613850,factual,"In which subcellular compartment is the TWS1 protein located, and what is its effect on the balance of storage compounds in Arabidopsis seeds when it is non-functional?","The TWS1 protein is found in the endoplasmic reticulum. Its loss of function leads to a decrease in fatty acids, while causing an increase in the accumulation of starch, sucrose, and protein.","TWS1, endoplasmic reticulum, fatty acids, starch, sucrose, protein",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,"TWS1, a Novel Small Protein, Regulates Various Aspects of Seed and Plant Development.",177
27613850,numerical,"What is the length, in amino acids, of the small protein encoded by the gene AT5G01075, also known as TWS1?",The small protein TWS1 is composed of 81 amino acids.,"TWS1, AT5G01075, amino acids",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,"TWS1, a Novel Small Protein, Regulates Various Aspects of Seed and Plant Development.",177
14518947,factual,What was the observed effect of cellulase enzymes on the two distinct cell wall layers of the isolated soybean cells?,"The application of cellulases led to the complete removal of the primary (first) cell wall, while the secondary (second) cell wall, which remained, became swollen.","cellulase, soybean cell wall",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Extraction of soybean oil from single cells.,153
14518947,numerical,What was the oil recovery efficiency when mechanical pressing was applied to the single soybean cells?,"The method of pressing the single cells, including those pre-treated with cellulase, proved highly effective, yielding over 85% of the oil.","pressing, oil extraction",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Extraction of soybean oil from single cells.,153
40590970,factual,How did the genetic modification involving the WRI1 and LPAAT genes impact the physical properties of the tobacco seeds?,"The overexpression of the WRI1 and LPAAT genes resulted in an increase in both the size and weight of the seeds, which is suggested as a potential reason for the higher accumulation of oil.","WRI1, LPAAT, seed size, seed weight",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Enhanced seed oil content by overexpressing LPAAT and WRI1 genes in tobacco plant.,277
40590970,numerical,What was the observed percentage range of increase in total seed oil content for the transgenic tobacco lines when compared to their non-transgenic counterparts?,"The total seed oil content in the genetically modified tobacco plants was significantly enhanced, with increases ranging from 23.92% to 41% compared to the control plants.","seed oil content, transgenic plants",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Enhanced seed oil content by overexpressing LPAAT and WRI1 genes in tobacco plant.,277
28515384,factual,"According to the study, which combination of rice cultivar and extraction technique yielded rice bran oil with the most desirable physicochemical and antioxidant characteristics?",The investigation found that oil produced from the bran of black rice (Hom-nin) using the supercritical CO2 extraction method demonstrated the best overall physicochemical and antioxidant properties.,"Hom-nin rice, supercritical CO2 extraction, physicochemical properties, antioxidant properties",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Physicochemical and Antioxidant Properties of Rice Bran Oils Produced from Colored Rice Using Different Extraction Methods.,172
28515384,numerical,"What were the distinct percentage yield ranges for the three oil extraction techniques—solvent, supercritical CO2, and cold-press—investigated in this research?","The study reported oil yields of 17.35-20.19% for solvent extraction, 14.76-18.16% for supercritical CO2 extraction, and 3.22-6.22% for cold-press extraction.","solvent extraction, supercritical CO2 extraction, cold-press extraction, oil yield",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Physicochemical and Antioxidant Properties of Rice Bran Oils Produced from Colored Rice Using Different Extraction Methods.,172
27314514,factual,What was the combined effect of expressing the Arabidopsis thaliana WRI1 transcription factor and silencing the native ADP-glucose pyrophosphorylase gene on the accumulation of storage lipids in Indian mustard seeds?,"The dual genetic modification, involving the expression of AtWRI1 and the down-regulation of BjAGPase, successfully redirected the flow of photosynthetically fixed carbon from starch production towards lipid synthesis, leading to a significant increase in the total oil content within the seeds of transgenic mustard plants.","AtWRI1, BjAGPase, storage lipids, Indian mustard",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Cumulative effect of heterologous AtWRI1 gene expression and endogenous BjAGPase gene silencing increases seed lipid content in Indian mustard Brassica juncea.,251
27314514,numerical,"By what percentage range did the total seed lipid content increase in the transgenic lines, and what was the corresponding percentage decrease in starch content observed in the developing seeds?","The transgenic lines exhibited a significant enhancement in total seed lipid content, ranging from 7.5% to 16.9%, which was accompanied by a reduction in starch content of about 45-53% in the developing seed tissues compared to the untransformed control plants.","seed lipid content, starch content, transgenic lines, developing seeds",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Cumulative effect of heterologous AtWRI1 gene expression and endogenous BjAGPase gene silencing increases seed lipid content in Indian mustard Brassica juncea.,251
20387746,factual,"Following carbohydrates, what is the most prevalent macronutrient in Sterculia monosperma seeds, and which two fatty acids are its principal constituents?","After carbohydrates, fat is the most abundant macronutrient in the seeds, with palmitic acid and oleic acid being its primary fatty acid components.","Sterculia monosperma, fat, palmitic acid, oleic acid",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,"Proximate analysis and physico-chemical properties of flour from the seeds of the China chestnut, Sterculia monosperma Ventenat.",243
20387746,numerical,What is the combined percentage of the two most dominant fatty acids found in the lipid profile of China chestnut seeds?,Palmitic acid (42%) and oleic acid (34%) together make up 76% of the total fatty acid profile in the seeds.,"fatty acids, palmitic acid, oleic acid",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,"Proximate analysis and physico-chemical properties of flour from the seeds of the China chestnut, Sterculia monosperma Ventenat.",243
17061827,factual,How did the physical preparation of sorghum grain samples affect the predictive accuracy of near-infrared reflectance spectroscopy (NIRS) for determining traits like lipid content?,The study determined that using ground grain samples produced more effective calibration equations for predicting food quality traits compared to using whole grain samples.,"near-infrared reflectance spectroscopy, sorghum, lipid content",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Development of NIRS equations for food grain quality traits through exploitation of a core collection of cultivated sorghum.,199
17061827,numerical,"Based on the Ratio of Performance Deviation (RPD), how did the predictive models for lipid content and protein content differ in their recommended applications?","The model for protein content had an RPD of 5.7, deeming it suitable for quality control, whereas the model for lipid content had a lower RPD of 2.6, making it appropriate for screening purposes.","Ratio of Performance Deviation, lipid content, protein content",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Development of NIRS equations for food grain quality traits through exploitation of a core collection of cultivated sorghum.,199
18837506,factual,How is the quantity of dry matter in the thin stillage associated with the amount of oil that partitions into this liquid phase?,There is a strong positive correlation between the two; an increase in the dry matter yield within the thin stillage corresponds to a greater proportion of oil being found in that same liquid fraction.,"Dry matter yield, oil partitioning, thin stillage",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Effect of the corn breaking method on oil distribution between stillage phases of dry-grind corn ethanol production.,240
18837506,numerical,"What percentage of free oil was liberated by the corn processing technique involving both flaking and extrusion, and how did this compare to the average liberation from other tested methods?","The method of flaking followed by extrusion released approximately 25% of the free oil, which was significantly higher than the 7% average observed for the other processing techniques.","Flaking, extrusion, free oil",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Effect of the corn breaking method on oil distribution between stillage phases of dry-grind corn ethanol production.,240
21921115,factual,What was the contrasting effect on protein and total fatty acid accumulation in Arabidopsis seeds engineered to have elevated glutamate-to-GABA conversion?,The transgenic seeds with enhanced glutamate-to-GABA conversion showed a higher protein content but a lower total fatty acid content compared to wild-type seeds.,"Glutamate decarboxylase, Protein, Fatty acids",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Targeted enhancement of glutamate-to-γ-aminobutyrate conversion in Arabidopsis seeds affects carbon-nitrogen balance and storage reserves in a development-dependent manner.,246
21921115,numerical,By what percentage was the total fatty acid content diminished in the transgenic Arabidopsis seeds relative to the wild-type seeds?,The total fatty acid content in the transgenic seeds was reduced by 50% when compared to the wild-type seeds.,"Fatty acids, Transgenic Arabidopsis",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Targeted enhancement of glutamate-to-γ-aminobutyrate conversion in Arabidopsis seeds affects carbon-nitrogen balance and storage reserves in a development-dependent manner.,246
19023803,factual,What association was observed between the levels of natural phenols and the quantity of diglycerides in virgin olive oil?,The study's data indicated a strong correlation between the concentration of phenols and the amount of diglycerides in virgin olive oil.,"phenols, diglycerides, virgin olive oil",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Natural phenols and diglycerides in virgin olive oil and their relation.,82
19023803,numerical,"Which specific chemical markers, when found in high amounts, are characteristic of recently produced virgin olive oil according to this study?","The study identified that elevated levels of both phenols and 1,2-diglycerides are a key feature of fresh virgin olive oil.","phenols, 1,2-diglycerides, fresh olive oil",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Natural phenols and diglycerides in virgin olive oil and their relation.,82
18761499,factual,What lipid-based structures are proposed to function as radial solute-reflecting barriers within the xylem of birch trees?,The abstract suggests that lipid linings and lipid bodies serve as the radial barriers that confine solutes within the xylem compartment.,"lipid linings, lipid bodies, xylem",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,The mechanisms of refilling of xylem conduits and bleeding of tall birch during spring.,255
18761499,numerical,"What was the peak osmolality measured in the xylem sap of birch trees during leaf emergence, and in which part of the tree was this maximum value recorded?",A maximum osmolality of 272 mosmol x kg⁻¹ was observed at the apex of the tree.,"osmolality, xylem",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,The mechanisms of refilling of xylem conduits and bleeding of tall birch during spring.,255
595892,factual,"How does the lipid concentration differ between potato varieties that mature early versus those that mature late, and what potential explanation is offered for this observation?",Potato varieties that mature early tend to have a higher lipid content than those that mature late. The study suggests this difference may be attributed to the lower physiological maturity of the early-maturing potatoes.,"potato varieties, lipid content, physiological maturity",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,[Influence of raw material on storage behaviour of potato chips (author's transl)].,109
595892,numerical,Which specific volatile aromatic compounds were identified in the study as potential markers for assessing the rancidity of potato chips?,"The study identified three volatile aroma substances as important indicators for potato chip rancidity: hexanal, pentanal, and pentane. Hexanal was specifically highlighted as a marker for the keeping quality of chips under various storage conditions.","volatile aroma substances, hexanal, pentanal, pentane, rancidity",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,[Influence of raw material on storage behaviour of potato chips (author's transl)].,109
20101470,factual,"What evidence from the study suggests that the enzymes DGAT1, DGAT2, and PDAT have functions beyond just accumulating oil in seeds?","The study found that these three enzymes were expressed in a wide range of plant tissues, not just in developing seeds, indicating they likely have other physiological roles.","DGAT1, DGAT2, PDAT, plant tissues, seed oil",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,"DGAT1, DGAT2 and PDAT expression in seeds and other tissues of epoxy and hydroxy fatty acid accumulating plants.",246
20101470,numerical,"When comparing plants that accumulate high levels of epoxy and hydroxy fatty acids to soybean and Arabidopsis, what difference was observed in the transcript abundance for PDAT and DGAT2 in developing seeds?","In the developing seeds of plants that store epoxy and hydroxy fatty acids, the transcript levels for both PDAT and DGAT2 were substantially greater than those found in either soybeans or Arabidopsis.","PDAT, DGAT2, epoxy fatty acids, hydroxy fatty acids, soybean, Arabidopsis",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,"DGAT1, DGAT2 and PDAT expression in seeds and other tissues of epoxy and hydroxy fatty acid accumulating plants.",246
9270974,factual,"In the sunflower mutants with elevated saturated fatty acids, what was the corresponding effect on the abundance of oleic acid and linoleic acid?","The rise in saturated fatty acids occurred mainly at the expense of oleic acid, causing its levels to decrease, while linoleic acid concentrations remained unaffected.","saturated fatty acids, oleic acid, linoleic acid",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Characterization of polar and nonpolar seed lipid classes from highly saturated fatty acid sunflower mutants.,171
9270974,numerical,"According to the positional analysis of triacylglycerols, how did the quantity of saturated fatty acids at the sn-2 position in the mutant sunflower oils compare to that of olive oil and cocoa butter?","The mutant oils exhibited a very low amount of saturated fatty acids at the sn-2 position of triacylglycerols, with levels intermediate between those found in olive oil and cocoa butter.","triacylglycerols, sn-2 position, olive oil, cocoa butter",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Characterization of polar and nonpolar seed lipid classes from highly saturated fatty acid sunflower mutants.,171
23958679,factual,What impact did the application of a γ-Al2O3-CuO catalyst have on the nitrogen levels within the hydrocarbon oil when processed at 450 °C?,"The introduction of the γ-Al2O3-CuO catalyst at 450 °C led to a 20% reduction in the oil's nitrogen content, indicating the catalyst's activity in denitrification.","γ-Al2O3-CuO catalyst, nitrogen content, hydrocarbon oil",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Preparation and upgrading of hydrocarbon oil from deoxy-liquefaction of oil crop.,140
23958679,numerical,"In the non-catalyzed deoxy-liquefaction of cotton seed, what was the peak percentage of alkanes achieved in the oil, and what was the corresponding oxygen content at the optimal temperature of 450 °C?","Under non-catalyzed conditions at 450 °C, the hydrocarbon oil reached a maximum alkane composition of 49.58% and had an oxygen content of 1.4%.","deoxy-liquefaction, alkanes, oxygen content",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Preparation and upgrading of hydrocarbon oil from deoxy-liquefaction of oil crop.,140
1560029,factual,What is the combined function of oleosins and phospholipids in preserving the structure of plant oil bodies?,"Both oleosins and phospholipids are essential for stabilizing oil bodies. Oleosins create steric hindrance that prevents the organelles from merging, while phospholipids form the surrounding monolayer.","Oleosins, Phospholipids, Oil bodies",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Surface structure and properties of plant seed oil bodies.,309
