phase,category,question,check,cypher_executable,generated_cypher,generation_type
Phase 2,2-Hop Queries,Show EC numbers for gene ath:AT1G01050 via ortholog,1.0,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 2,2-Hop Queries,Find enzyme activities of gene gmx:547808 through KO group,1.0,MATCH (g:Gene {id: 'gmx:547808'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,MATCH (g:Gene {id: 'gmx:547808'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 2,2-Hop Queries,Get EC numbers associated with gene ats:109733199 via ortholog,1.0,MATCH (g:Gene {id: 'ats:109733199'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 2,2-Hop Queries,Which enzymes does gene ats:109761713 relate to through ortholog?,1.0,MATCH (g:Gene {id: 'ats:109761713'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 2,2-Hop Queries,List enzyme functions for gene ath:AT1G54220 via ortholog groups,1.0,MATCH (g:Gene {id: 'ath:AT1G54220'})-[:BELONGS_TO]->(o:Ortholog)-[:HAS_ENZYME_FUNCTION]->(e:EC) RETURN e,MATCH (g:Gene {id: 'ath:AT1G54220'})-[:ENCODES]-(e:EC) RETURN e,Template
Phase 2,2-Hop Queries,What reactions use products from reaction R06871?,1.0,MATCH (r1:Reaction {id: 'R06871'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'R06871'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,2-Hop Queries,Show downstream reactions of reaction R10826,1.0,MATCH (r1:Reaction {id: 'R10826'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'R10826'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,2-Hop Queries,Find reactions that consume products of reaction R03777,1.0,MATCH (r1:Reaction {id: 'R03777'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'R03777'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,2-Hop Queries,Get reactions following reaction R02814,1.0,MATCH (r1:Reaction {id: 'R02814'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'R02814'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,2-Hop Queries,Which reactions use outputs from reaction R04957?,1.0,MATCH (r1:Reaction {id: 'R04957'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'R04957'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,2-Hop Queries,List next reactions after reaction R07449,1.0,MATCH (r1:Reaction {id: 'R07449'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'R07449'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,2-Hop Queries,What compounds are produced in pathway path:gmx00603?,1.0,MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,2-Hop Queries,Show all products of path:ath00603 pathway,1.0,MATCH (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,2-Hop Queries,Find compounds made in pathway path:ats01040,1.0,MATCH (p:Pathway {id: 'path:ats01040'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'path:ats01040'})-[:CONTAINS]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,2-Hop Queries,Which compounds are synthesized in pathway path:gmx00280?,1.0,MATCH (p:Pathway {id: 'path:gmx00280'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'path:gmx00280'})-[:CONTAINS]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,2-Hop Queries,List all products from path:gmx00061 pathway,1.0,MATCH (p:Pathway {id: 'path:gmx00061'})-[:CONTAINS]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'path:gmx00061'})-[:CONTAINS]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,2-Hop Queries,What compounds are consumed in pathway path:ath00061?,1.0,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r:Reaction)<-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]-(r:Reaction)-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,2-Hop Queries,Find input compounds for pathway path:ats00603,1.0,MATCH (p:Pathway {id: 'path:ats00603'})-[:CONTAINS]->(r:Reaction)<-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'path:ats00603'})-[:CONTAINS]-(r:Reaction)-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,2-Hop Queries,Which compounds are consumed in pathway path:ats00280?,1.0,MATCH (p:Pathway {id: 'path:ats00280'})-[:CONTAINS]->(r:Reaction)<-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,MATCH (p:Pathway {id: 'path:ats00280'})-[:CONTAINS]-(r:Reaction)-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,2-Hop Queries,What enzymes are associated with functional unit M00001?,,MATCH (f:FunctionalUnit {id: $id})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,MATCH (f:FunctionalUnit {id: 'M00001'})-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]-(e:EC) RETURN DISTINCT e,Template
Phase 2,2-Hop Queries,Show EC numbers for complex M00002,,MATCH (f:FunctionalUnit {id: $id})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,MATCH (f:FunctionalUnit {id: 'M00002'})-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]-(e:EC) RETURN DISTINCT e,Template
Phase 2,2-Hop Queries,Find enzyme EC:1.3.1.9 activities in functional unit M00003,,MATCH (f:FunctionalUnit {id: 'EC:1.3.1.9'})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,MATCH (f:FunctionalUnit {id: 'M00003'})-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]-(e:EC) RETURN DISTINCT e,Template
Phase 2,2-Hop Queries,Get enzymes for complex M00004,,MATCH (f:FunctionalUnit {id: $id})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,MATCH (f:FunctionalUnit {id: 'M00004'})-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]-(e:EC) RETURN DISTINCT e,Template
Phase 2,2-Hop Queries,Which EC numbers relate to functional unit M00005?,,MATCH (f:FunctionalUnit {id: $id})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,MATCH (f:FunctionalUnit {id: 'M00005'})-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]-(e:EC) RETURN DISTINCT e,Template
Phase 2,2-Hop Queries,List enzymes in complex M00006,,MATCH (f:FunctionalUnit {id: $id})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,MATCH (f:FunctionalUnit {id: 'M00006'})-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]-(e:EC) RETURN DISTINCT e,Template
Phase 2,3-Hop Queries,What compounds does gene ath:AT2G06990 help produce?,,MATCH (g:Gene {id: 'AT2G06990'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'ath:AT2G06990'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,Show products from gene ath:AT5G61540 via ortholog pathway,,MATCH (g:Gene {id: 'AT5G61540'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:BELONGS_TO]-(o:Ortholog)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,Find compounds synthesized by gene gmx:100217331,,MATCH (g:Gene {id: 'gmx:100217331'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,Get output compounds from gene ats:109745953,,MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,Which compounds are produced through gene gmx:100037478?,,MATCH (g:Gene {id: 'gmx:100037478'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,List compounds made by gene ath:AT1G01040 via ortholog,,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:BELONGS_TO]-(o:Ortholog)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,What compounds does gene ath:AT1G01050 produce through enzymes?,,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,Show products from gene ats:109733199 via EC pathway,,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,Find compounds made by gene ats:109761713 through enzymes,,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,Get products from gene ath:AT1G54220 via enzyme catalysis,,MATCH (g:Gene {id: 'AT1G54220'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'ath:AT1G54220'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,Which compounds result from gene ath:AT2G06990 activity?,,MATCH (g:Gene {id: 'AT2G06990'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'ath:AT2G06990'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,List compounds produced by gene ath:AT5G61540 via enzymes,,MATCH (g:Gene {id: 'AT5G61540'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,3-Hop Queries,What reactions follow pathway path:gmx01040?,,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]-(r:Reaction) RETURN r,Template
Phase 2,3-Hop Queries,Show downstream reactions from glycolysis products,,MATCH (p:Pathway {id: 'path:ath00010'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'glycolysis'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,3-Hop Queries,Find reactions that use outputs from pathway path:ath00280,,MATCH (p:Pathway {id: 'path:ath00280'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (p1:Pathway {id: 'path:ath00280'})-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(r:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT r,Template
Phase 2,3-Hop Queries,Get subsequent reactions after TCA cycle,,MATCH (p:Pathway {id: 'path:ath00020'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'R00709'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,3-Hop Queries,Which reactions consume products from pathway path:gmx00603?,,MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]->(r_in_path:Reaction)-[:HAS_OUTPUT]->(m:Metabolite)<-[:HAS_INPUT]-(r_consumer:Reaction) RETURN DISTINCT r_consumer,Template
Phase 2,3-Hop Queries,List reactions following fatty acid biosynthesis,,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (p:Pathway {id: 'path:ats00061'})-[:HAS_REACTION]->(r1:Reaction) MATCH (r1)-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,3-Hop Queries,What reactions are two steps downstream from compound C01181?,,MATCH (c1:Compound {id: 'C01181'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (c:Compound {id: 'C01181'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(p:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,Template
Phase 2,3-Hop Queries,Show reactions in the second step after using R06870,,MATCH (c1:Compound {id: 'R06870'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'R06870'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,3-Hop Queries,Find reactions two hops away from compound C00422,,MATCH (c1:Compound {id: 'C00422'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (c:Compound {id: 'C00422'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(intermediate_c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,Template
Phase 2,3-Hop Queries,Get second-level reactions from R06871,,MATCH (c1:Compound {id: 'R06871'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'R06871'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,3-Hop Queries,Which reactions are reached through two conversions from R10826?,,MATCH (c1:Compound {id: 'R10826'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'R10826'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,3-Hop Queries,List reactions two steps after R03777,,MATCH (c1:Compound {id: 'R03777'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH (r1:Reaction {id: 'R03777'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,3-Hop Queries,Which pathways is gene gmx:100217331 involved in?,,MATCH (g:Gene {id: 'gmx:100217331'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(e:EC)-[:ENCODES]-(g:Gene {id: 'gmx:100217331'}) RETURN DISTINCT p,Template
Phase 2,3-Hop Queries,Show pathways for gene ats:109745953 through ortholog,,MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(o:Ortholog)-[:BELONGS_TO]-(g:Gene {id: 'ats:109745953'}) RETURN DISTINCT p,Template
Phase 2,3-Hop Queries,Find pathways connected to gene gmx:100037478,,MATCH (g:Gene {id: 'gmx:100037478'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(e:EC)-[:ENCODES]-(g:Gene {id: 'gmx:100037478'}) RETURN DISTINCT p,Template
Phase 2,3-Hop Queries,Get pathways that gene ath:AT1G01040 participates in,,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(e:EC)-[:ENCODES]-(g:Gene {id: 'ath:AT1G01040'}) RETURN DISTINCT p,Template
Phase 2,3-Hop Queries,Which pathways involve gene ath:AT1G01050?,,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(e:EC)-[:ENCODES]-(g:Gene {id: 'ath:AT1G01050'}) RETURN DISTINCT p,Template
Phase 2,3-Hop Queries,List pathways for gene ats:109733199 via ortholog,,MATCH (g:Gene {id: 'ats:109733199'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(o:Ortholog)-[:BELONGS_TO]-(g:Gene {id: 'ats:109733199'}) RETURN DISTINCT p,Template
Phase 2,3-Hop Queries,Which pathways does gene ats:109761713 affect through enzymes?,,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(e:EC)-[:ENCODES]-(g:Gene {id: 'ats:109761713'}) RETURN DISTINCT p,Template
Phase 2,3-Hop Queries,Show pathways for gene ath:AT1G54220 via encoded EC,,MATCH (g:Gene {id: 'AT1G54220'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(e:EC)-[:ENCODES]-(g:Gene {id: 'ath:AT1G54220'}) RETURN DISTINCT p,Template
Phase 2,3-Hop Queries,Find pathways influenced by gene ath:AT2G06990,,MATCH (g:Gene {id: 'AT2G06990'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(e:EC)-[:ENCODES]-(g:Gene {id: 'ath:AT2G06990'}) RETURN DISTINCT p,Template
Phase 2,3-Hop Queries,Get pathways connected to gene ath:AT5G61540 through enzymes,,MATCH (g:Gene {id: 'AT5G61540'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(e:EC)-[:ENCODES]-(g:Gene {id: 'ath:AT5G61540'}) RETURN DISTINCT p,Template
Phase 2,3-Hop Queries,Which pathways involve gene gmx:100217331 via EC numbers?,,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(e:EC)-[:ENCODES]-(g:Gene {id: 'gmx:100217331'}) RETURN DISTINCT p,Template
Phase 2,3-Hop Queries,List pathways for gene ats:109745953 through enzymes,,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction)-[:CATALYZES]-(e:EC)-[:ENCODES]-(g:Gene {id: 'ats:109745953'}) RETURN DISTINCT p,Template
Phase 2,Variable-Length Paths,How is compound EC:1.3.1.21 connected to EC:1.3.1.21?,,MATCH path = (c1:Compound {id: 'EC:1.3.1.21'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'EC:1.3.1.21'2}) RETURN path,MATCH (g:Gene {id: 'EC:1.3.1.21'})-[:ENCODES]-(e:EC {id: 'EC:1.3.1.21'})-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN c,Template
Phase 2,Variable-Length Paths,Show pathways between path:ath00603 and path:ath00603,,MATCH path = (c1:Compound {id: 'path:ath00603'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'path:ath00603'2}) RETURN path,MATCH p=shortestPath((p1:Pathway {id: 'path:ath00603'})-[*]-(p2:Pathway {id: 'path:ath00603'})) RETURN p,Template
Phase 2,Variable-Length Paths,Find conversion routes from C00035 to C00037,,MATCH path = (c1:Compound {id: 'C00035'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00035'2}) RETURN path,MATCH p=shortestPath((c1:Compound {id: 'C00035'})-[*]-(c2:Compound {id: 'C00037'})) RETURN p,Template
Phase 2,Variable-Length Paths,Get paths connecting C00041 to C00043,,MATCH path = (c1:Compound {id: 'C00041'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00041'2}) RETURN path,MATCH p=shortestPath((c1:Compound {id: 'C00041'})-[*]-(c2:Compound {id: 'C00043'})) RETURN p,Template
Phase 2,Variable-Length Paths,Which reactions link C00041 to C00043?,,MATCH path = (c1:Compound {id: 'C00041'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00041'2}) RETURN path,MATCH p=shortestPath((c1:Compound {id: 'C00041'})-[*]-(c2:Compound {id: 'C00043'})) RETURN p,Template
Phase 2,Variable-Length Paths,Show metabolic route from C00058 to C00062,,MATCH path = (c1:Compound {id: 'C00058'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00058'2}) RETURN path,MATCH p=shortestPath((c1:Compound {id: 'C00058'})-[*]-(c2:Compound {id: 'C00062'})) RETURN p,Template
Phase 2,Variable-Length Paths,What's the shortest connection between gene path:ats01040 and pathway path:ats01040?,,MATCH path = shortestPath((n1 {id: 'path:ats01040'})-[*..5]-(n2 {id: 'path:ats01040'})) RETURN path,MATCH p=shortestPath((g:Gene {id: 'path:ats01040'})-[*]-(path:Pathway {id: 'path:ats01040'})) RETURN p,Template
