phase,category,question,check,cypher_executable,generated_cypher,QAChain,QAChain_Answer
Phase 2,2-Hop Queries,Which compounds are consumed in pathway path:ats00280?,1.0,MATCH (p:Pathway {id: 'path:ats00280'})-[:CONTAINS]->(r:Reaction)<-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,MATCH p=(path:Pathway {id:'path:ats00280'})-[:CONTAINS*]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c.id LIMIT 10,"
MATCH p=(path:Pathway {id: ""path:ats00280""})-[:CONTAINS*1..3]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,What enzymes are associated with functional unit M00001?,,MATCH (f:FunctionalUnit {id: $id})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,MATCH (f:FunctionalUnit {id: 'M00001'})-[:MEMBER_OF*0..1]->(e:EC)-[:CATALYZES]->(r:Reaction) RETURN e.id AS enzyme_id LIMIT 10,"
MATCH (f:FunctionalUnit {id: 'M00001'})-[:MEMBER_OF*1..3]->(g:Gene)-[:ENCODES]->(ec:EC)
RETURN ec
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Show EC numbers for complex M00002,,MATCH (f:FunctionalUnit {id: $id})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,MATCH (p:Pathway {id: 'M00002'})-[:CONTAINS]->(fu:FunctionalUnit)-[:MEMBER_OF*0..1]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(ec:EC) RETURN DISTINCT ec.id LIMIT 10,"
MATCH (p:Pathway {id: ""M00002""})-[:CONTAINS*1..3]-(r:FunctionalUnit|EC)
RETURN r.id AS ec_number
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Find enzyme EC:1.3.1.9 activities in functional unit M00003,,MATCH (f:FunctionalUnit {id: 'EC:1.3.1.9'})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,"MATCH (f:FunctionalUnit {id: 'M00003'})-[:MEMBER_OF*0..1]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:HAS_ENZYME_FUNCTION]-(e:EC {id: '1.3.1.9'}) RETURN e, r LIMIT 10","
MATCH (f:FunctionalUnit {id: 'M00003'})-[:MEMBER_OF*1..3]->(g:Gene)-[:ENCODES]->(ec:EC)
WHERE ec.id = '1.3.1.9'
RETURN f, g, ec
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Get enzymes for complex M00004,,MATCH (f:FunctionalUnit {id: $id})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,MATCH (p:Pathway {id: 'M00004'})-[:CONTAINS]->(fu:FunctionalUnit)-[:MEMBER_OF*0..1]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN e.id LIMIT 10,"
MATCH (p:Pathway {id: 'M00004'})-[:CONTAINS*1..3]-(r:FunctionalUnit)-[:MEMBER_OF]->(g:Gene)-[:ENCODES]->(e:EC)
RETURN e
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,Which EC numbers relate to functional unit M00005?,,MATCH (f:FunctionalUnit {id: $id})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,MATCH (f:FunctionalUnit {id:'M00005'})-[:MEMBER_OF*0..1]->(ec:EC) RETURN ec.id LIMIT 10,"
MATCH (f:FunctionalUnit {id: 'M00005'})-[:MEMBER_OF*1..3]->(g:Gene)-[:ENCODES]->(ec:EC)
RETURN ec.id AS ec_id
LIMIT 10;
",I don't know the answer.
Phase 2,2-Hop Queries,List enzymes in complex M00006,,MATCH (f:FunctionalUnit {id: $id})<-[:MEMBER_OF]-(n)-[:ENCODES|HAS_ENZYME_FUNCTION]->(e:EC) RETURN DISTINCT e,MATCH (f:FunctionalUnit {id:'M00006'})<-[:MEMBER_OF]-(e:EC) RETURN e LIMIT 20,"
MATCH (p:Pathway {id: ""M00006""})-[:CONTAINS*1..3]-(r:Reaction)-[:CATALYZES]->(ec:EC)
RETURN ec.name, ec.sysname
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,What compounds does gene ath:AT2G06990 help produce?,,MATCH (g:Gene {id: 'AT2G06990'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,"MATCH (g:Gene {id: 'ath:AT2G06990'})-[:ENCODES]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
WHERE g.species = 'ath'
RETURN c.id LIMIT 10","
MATCH (g:Gene {name: ""ath:AT2G06990""})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Show products from gene ath:AT5G61540 via ortholog pathway,,MATCH (g:Gene {id: 'AT5G61540'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,"MATCH p=(g:Gene {id:'ath:AT5G61540'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
WHERE g.species = 'ath'
RETURN c.id AS compound_id, r.id AS reaction_id, ec.id AS enzyme_id
LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,3-Hop Queries,Find compounds synthesized by gene gmx:100217331,,MATCH (g:Gene {id: 'gmx:100217331'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,"MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c.id LIMIT 10","
MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Get output compounds from gene ats:109745953,,MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c LIMIT 10,"cypher
MATCH p=(g:Gene {id: ""ats:109745953""})-[:MEMBER_OF*1..3]->(fu:FunctionalUnit)-[:CATALYZES*1..3]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c;
",I don't know the answer.
Phase 2,3-Hop Queries,Which compounds are produced through gene gmx:100037478?,,MATCH (g:Gene {id: 'gmx:100037478'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,"MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
WHERE g.species = 'gmx'
RETURN c.id LIMIT 10","cypher
MATCH (gene:Gene {id: 'gmx:100037478'})-[:BELONGS_TO]->(ortholog:Ortholog)-[:CATALYZES]->(reaction:Reaction)
OPTIONAL MATCH (reaction)<-[:PRODUCES]-(compound:Compound)
RETURN compound.name, reaction.name
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,List compounds made by gene ath:AT1G01040 via ortholog,,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,MATCH p=(g:Gene {id:'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c.id LIMIT 10,"
MATCH (g:Gene {name: ""ath:AT1G01040""})-[:ENCODES]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)<-[:CATALYZES]-(o:Ortholog)-[:MEMBER_OF]->(fu:FunctionalUnit)
OPTIONAL MATCH (o)-[:HAS_ENZYME_FUNCTION]->(ec2:EC)-[:CATALYZES*1..3]->(r2:Reaction)
MATCH (r)<-[:PRODUCES]-(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,What compounds does gene ath:AT1G01050 produce through enzymes?,,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,"MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
WHERE g.species = 'ath'
RETURN c.id LIMIT 10","
MATCH (g:Gene {name: 'ath:AT1G01050'})-[:ENCODES]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Show products from gene ats:109733199 via EC pathway,,MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,"MATCH p=(g:Gene {id:'ats:109733199'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) 
RETURN c.id AS compound_id LIMIT 10","
MATCH (g:Gene {id: ""ats:109733199""})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)<-[:PRODUCES]-(c:Compound)
WHERE g.position = ""position_value""  // replace with actual position value
RETURN c.name, r.name, ec.name
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Find compounds made by gene ats:109761713 through enzymes,,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,"MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c.id LIMIT 10","
MATCH (g:Gene {id: ""ats:109761713""})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Get products from gene ath:AT1G54220 via enzyme catalysis,,MATCH (g:Gene {id: 'AT1G54220'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,"MATCH (g:Gene {id: 'ath:AT1G54220'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c.id AS compound_id
LIMIT 10","
MATCH (g:Gene {name: 'ath:AT1G54220'})-[:ENCODES]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)<-[:PRODUCES]-(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Which compounds result from gene ath:AT2G06990 activity?,,MATCH (g:Gene {id: 'AT2G06990'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,"MATCH (g:Gene {id: 'ath:AT2G06990'})-[:ENCODES]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) 
WHERE g.species = 'ath' 
RETURN c.id LIMIT 10","cypher
MATCH (g:Gene {name: 'ath:AT2G06990'})-[:ENCODES]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)
OPTIONAL MATCH (r)<-[:PRODUCES]-(c:Compound)
RETURN c.id, c.name
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,List compounds produced by gene ath:AT5G61540 via enzymes,,MATCH (g:Gene {id: 'AT5G61540'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c,"MATCH (g:Gene {id: 'ath:AT5G61540'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
WHERE o.species = 'ath'
RETURN c.id AS compound_id LIMIT 10","
MATCH (g:Gene {name: ""ath:AT5G61540""})-[:ENCODES]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,What reactions follow pathway path:gmx01040?,,MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH p=(path:Pathway {id:'gmx01040'})-[:CONTAINS*]->(r:Reaction) RETURN r LIMIT 10,"
MATCH (p:Pathway {id: 'path:gmx01040'})-[:CONTAINS*1..3]-(r:Reaction)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Show downstream reactions from glycolysis products,,MATCH (p:Pathway {id: 'path:ath00010'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH p=(g:Gene)-[:ENCODES]->(ec:EC)-[:CATALYZES]->(r:Reaction)<-[:PRODUCES]-(c:Compound) WHERE c.id = 'cpd:C00031' OR ec.id = 'EC:1.2.1.12' RETURN r.id AS reaction_id LIMIT 10,"
MATCH p=(g:Gene {name: 'Glyceraldehyde 3-phosphate dehydrogenase'})-[:MEMBER_OF]->(fu:FunctionalUnit)-[:CONTAINS*1..3]->(r:Reaction)<-[:PRODUCES]-(c:Compound)
WHERE c.name IN ['Fructose 1,6-bisphosphate', 'Glyceraldehyde 3-phosphate']
RETURN r.id, r.name
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Find reactions that use outputs from pathway path:ath00280,,MATCH (p:Pathway {id: 'path:ath00280'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"MATCH p=(path:Pathway {id:'path:ath00280'})-[:CONTAINS*]->(ec:EC)-[:CATALYZES]->(r:Reaction) 
WHERE r.id IS NOT NULL
RETURN DISTINCT r LIMIT 10","
MATCH p=(path:Pathway {id: 'path:ath00280'})-[:CONTAINS*1..3]-(r:Reaction)
RETURN r LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Get subsequent reactions after TCA cycle,,MATCH (p:Pathway {id: 'path:ath00020'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"MATCH (ec:EC {id: $entity_id})-[:CATALYZES]->(r:Reaction)
RETURN r.id AS reaction_id, r.name AS reaction_name, 
       r.equation AS equation","
MATCH p=(r:Reaction {name: ""TCA cycle""})-[:PRODUCES*1..3]-(c:Compound)
RETURN c;
",I don't know the answer.
Phase 2,3-Hop Queries,Which reactions consume products from pathway path:gmx00603?,,MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH p=(path:Pathway {id: 'gmx00603'})-[:CONTAINS*]->(ec:EC)-[:CATALYZES|MEMBER_OF]->(r:Reaction)-[:PRODUCES]->(c:Compound) RETURN c.id LIMIT 10,"
MATCH p=(path:Pathway {id: ""gmx00603""})-[:CONTAINS*1..3]->(r:Reaction)
OPTIONAL MATCH (c:Compound)-[:SUBSTRATE_OF]->(r)
RETURN r.name, r.equation
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,List reactions following fatty acid biosynthesis,,MATCH (p:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"MATCH p = (:Pathway { id : 'path:ats00061' })-[:CONTAINS*]->(r:Reaction) 
RETURN r.id AS reaction_id","
MATCH p=(path:Pathway {title: ""fatty acid biosynthesis""})-[:CONTAINS*1..3]-(reaction:Reaction) 
RETURN reaction.name, reaction.equation LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,What reactions are two steps downstream from compound C01181?,,MATCH (c1:Compound {id: 'C01181'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH p=(c:Compound {id: 'C01181'})-[:SUBSTRATE_OF|PRODUCES*2]->(r:Reaction) RETURN r LIMIT 10,"
MATCH p=(c:Compound {id: 'C01181'})-[:SUBSTRATE_OF*2..3]->(r:Reaction)
RETURN r
LIMIT 10
",I don't know the answer.
Phase 2,3-Hop Queries,Show reactions in the second step after using R06870,,MATCH (c1:Compound {id: 'R06870'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"MATCH p=(r:Reaction {id:'R06870'})-[:PRODUCES*2..]->(c:Compound) 
RETURN c.id AS compound_id, r.id AS reaction_id LIMIT 10","cypher
MATCH p=(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)<-[:CONTAINS]-(pfu:FunctionalUnit)
WHERE ec.link = 'R06870'
WITH r, pfu
OPTIONAL MATCH (pfu)-[:CONTAINS*1..3]->(p2:Pathway)
UNWIND p2 as pathway
MATCH (pathway)-[:CONTAINS*1..3]->(r2:Reaction)
WHERE id(r) <> id(r2) AND NOT (r)<-[:PRODUCES]-(r2)
RETURN r, pfu, pathway, r2 LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Find reactions two hops away from compound C00422,,MATCH (c1:Compound {id: 'C00422'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"MATCH p=shortest((c:Compound { id: 'C00422' })-[*2..2]-(:Reaction)) 
RETURN DISTINCT p LIMIT 20","
MATCH p=shortestPath((c:Compound {id: 'C00422'})-[:SUBSTRATE_OF*1..3]->(r:Reaction))
RETURN r LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Get second-level reactions from R06871,,MATCH (c1:Compound {id: 'R06871'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH p=(r:Reaction {id: 'R06871'})-[:PRODUCES|SUBSTRATE_OF*2..]->(c:Compound)-[:PARTICIPATES_IN*1..]->(s:Reaction) RETURN s.id AS reaction_id LIMIT 10,"cypher
MATCH p=(r:Reaction {id:'R06871'})-[:CATALYZES*1..2]->(ec:EC)-[:CATALYZES]->(reaction:Reaction)
OPTIONAL MATCH (ec)<-[:ENCODES]-(gene:Gene)-[:BELONGS_TO]->(ortholog:Ortholog)
WHERE ortholog.symbol IS NOT NULL
RETURN DISTINCT reaction.id, r.name AS ReactionName, ec.name AS ECName, gene.name AS GeneName, ortholog.name AS OrthologName
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Which reactions are reached through two conversions from R10826?,,MATCH (c1:Compound {id: 'R10826'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,MATCH p=(r1:Reaction {id:'R10826'})-[rel1:CATALYZES|PRODUCES*2..]->(r2:Reaction) RETURN r2 LIMIT 10,"
MATCH p=(r1:Reaction {id: 'R10826'})-[:PRODUCES*2..3]->(r2:Reaction)
RETURN r2
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,List reactions two steps after R03777,,MATCH (c1:Compound {id: 'R03777'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"MATCH p=(r:Reaction {id:'R03777'})-[*2..]->(n) 
RETURN n.id AS id, type(n) AS type",ERROR - Invalid query generated,Error: list index out of range
Phase 2,3-Hop Queries,Which pathways is gene gmx:100217331 involved in?,,MATCH (g:Gene {id: 'gmx:100217331'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (g:Gene {id: '100217331'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(ec:EC)-[:CONTAINS*0..2]->(p:Pathway) RETURN DISTINCT p.id LIMIT 10,"cypher
MATCH (g:Gene {id: 'gmx:100217331'})-[:BELONGS_TO]->(o:Ortholog)-[:MEMBER_OF]->(fu:FunctionalUnit)
OPTIONAL MATCH (p:Pathway)-[:CONTAINS*1..3]->(fu)<-[:CATALYZES]-(r:Reaction)
WHERE r IS NOT NULL
RETURN DISTINCT p.title, p.id
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Show pathways for gene ats:109745953 through ortholog,,MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH p=(g:Gene {id:'ats:109745953'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|CONTAINS*0..1]->(r:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(rr:Reaction)-[:CATALYZES]->(ec:EC)-[:CONTAINS*0..1]->(p2:Pathway) RETURN p LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 2,3-Hop Queries,Find pathways connected to gene gmx:100037478,,MATCH (g:Gene {id: 'gmx:100037478'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (g:Gene {id: 'gmx:100037478'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(pr:Reaction)-[:CONTAINS]->(p:Pathway) RETURN p.id LIMIT 10,"
MATCH (g:Gene {id: 'gmx:100037478'})-[:BELONGS_TO*1..3]->(o:Ortholog)-[:CATALYZES*1..3]->(r:Reaction)-[:PRODUCES*1..3]->(c:Compound)
OPTIONAL MATCH (p:Pathway)-[:CONTAINS*1..3]->(r)<-[:CONTAINS*1..3]-(fu:FunctionalUnit)-[:MEMBER_OF*1..3]->(g)
RETURN p
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Get pathways that gene ath:AT1G01040 participates in,,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|MEMBER_OF*0..2]->(p:Pathway) RETURN p LIMIT 10,"
MATCH (g:Gene {name: ""ath:AT1G01040""})-[:BELONGS_TO*1..3]->(o:Ortholog)-[:MEMBER_OF*1..3]->(fu:FunctionalUnit)-[:CONTAINS*1..3]->(p:Pathway)
RETURN p
LIMIT 10
",I don't know the answer.
Phase 2,3-Hop Queries,Which pathways involve gene ath:AT1G01050?,,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(r:Reaction)-[:CONTAINS*0..2]->(p:Pathway) RETURN p.id LIMIT 10,"
MATCH (g:Gene {name: ""ath:AT1G01050""})-[:BELONGS_TO*1..3]->(o:Ortholog)-[:MEMBER_OF*1..3]->(fu:FunctionalUnit)
OPTIONAL MATCH (p:Pathway)-[:CONTAINS*1..3]->(fu)<-[:CATALYZES*1..3]-(r:Reaction)
WHERE p.title IS NOT NULL
RETURN DISTINCT p.id, p.title, fu.name AS functional_unit_name
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,List pathways for gene ats:109733199 via ortholog,,MATCH (g:Gene {id: 'ats:109733199'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (g:Gene {id: 'ats:109733199'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(r:Reaction)-[:CONTAINS*0..2]->(p:Pathway) RETURN p.id LIMIT 10,"
MATCH (g:Gene {id: ""ats:109733199""})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES*1..3]->(r:Reaction)<-[:CONTAINS]-(p:Pathway)
RETURN p
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Which pathways does gene ats:109761713 affect through enzymes?,,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (g:Gene {id: 'ats:109761713'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(ec:EC)-[:CONTAINS*0..2]->(p:Pathway) RETURN DISTINCT p.id LIMIT 10,"
MATCH (g:Gene {id: ""ats:109761713""})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)<-[:CONTAINS]-(p:Pathway)
RETURN p.id, p.title
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Show pathways for gene ath:AT1G54220 via encoded EC,,MATCH (g:Gene {id: 'AT1G54220'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,"MATCH (g:Gene {id:'ath:AT1G54220'})-[:BELONGS_TO]->(o:Ortholog)-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(p:Pathway) 
WHERE p.id IS NOT NULL AND e.id IS NOT NULL AND r.id IS NOT NULL AND c.id IS NOT NULL
RETURN DISTINCT p.id, p.name LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
